SaleID,ProductID,Quantity,Date,TotalAmount
261,90,6,2024-10-23,711.96
262,23,8,2023-11-13,141.92
263,73,8,2024-07-20,468.48
264,45,1,2023-08-31,279.4
265,41,1,2024-09-13,303.84
266,58,7,2024-10-03,1143.52
267,66,7,2024-06-18,2761.71
268,84,1,2023-11-27,272.6
269,72,2,2024-01-17,999.62
270,20,10,2023-09-03,674.0
271,67,7,2023-10-19,1906.8
272,76,8,2024-08-21,2939.36
273,1,1,2024-03-13,371.01
274,31,8,2024-01-08,384.16
275,43,5,2024-03-26,2015.2
276,76,4,2024-06-10,407.04
277,10,1,2024-05-25,108.35
278,71,2,2023-09-19,445.28
279,98,7,2024-01-26,1102.64
280,79,5,2024-03-28,1823.35
281,20,8,2023-09-20,2345.52
282,50,8,2024-05-12,1960.16
283,70,1,2024-02-27,420.04
284,96,1,2024-06-05,355.83
285,19,10,2023-07-30,1478.9
286,83,4,2023-12-09,1627.88
287,42,5,2024-08-15,1388.95
288,72,1,2023-09-28,96.03
289,33,1,2023-09-17,14.16
290,62,3,2023-09-21,401.34
291,44,10,2024-08-16,1305.4
292,80,1,2023-08-30,314.44
293,38,5,2023-08-31,1122.55
294,21,10,2024-07-13,1992.3
295,68,3,2023-08-03,1152.69
296,39,8,2024-06-07,2131.6
297,25,2,2024-04-16,140.94
298,31,6,2024-10-16,1451.46
299,39,9,2024-01-29,2647.44
300,70,1,2023-12-06,247.46
301,27,2,2023-08-30,174.02
302,51,10,2024-03-24,890.7
303,66,2,2023-09-25,560.68
304,89,5,2024-09-28,2142.0
305,68,7,2024-06-08,1231.37
306,3,2,2024-03-03,780.5
307,89,6,2024-07-01,1533.96
308,38,1,2024-09-04,179.9
309,45,2,2023-07-13,321.78
310,54,1,2024-04-07,153.43
311,90,5,2024-10-07,349.2
312,89,7,2024-04-14,379.47
313,56,8,2023-11-24,3042.88
314,39,2,2023-12-27,908.96
315,30,2,2023-11-08,78.1
316,33,5,2023-10-27,121.45
317,20,8,2024-07-28,2486.48
318,45,1,2024-08-06,334.37
319,42,3,2023-09-27,514.38
320,57,8,2023-12-03,2499.2
321,6,2,2024-03-08,781.26
322,94,3,2023-06-19,148.08
323,78,5,2024-08-17,1155.4
324,24,8,2024-10-15,3928.0
325,19,8,2023-09-06,2227.04
326,51,9,2024-04-30,4276.35
327,61,6,2024-09-12,2323.14
328,21,7,2023-11-10,1934.03
329,39,7,2023-07-29,3311.07
330,51,9,2024-03-18,3506.4
331,7,6,2024-07-12,1646.22
332,67,6,2023-09-14,1291.32
333,3,10,2023-09-02,2844.1
334,61,1,2023-11-18,180.79
335,26,2,2024-09-01,669.32
336,99,10,2024-03-07,4105.9
337,68,8,2024-05-05,2891.12
338,19,2,2024-04-14,365.92
339,3,2,2024-08-02,682.32
340,33,4,2024-10-08,702.48
341,90,6,2024-07-22,2664.12
342,97,9,2024-09-27,750.69
343,77,9,2024-09-01,1073.88
344,84,8,2024-04-26,1008.56
345,71,3,2024-02-29,668.28
346,13,10,2024-08-17,4442.8
347,7,8,2023-06-21,2735.76
348,99,4,2024-10-17,320.04
349,11,6,2024-09-24,2904.54
350,46,9,2024-08-26,2761.83
351,61,6,2024-09-10,1011.9
352,46,2,2024-01-11,314.64
353,58,7,2023-12-14,1194.9
354,55,3,2024-10-29,187.83
355,19,5,2024-01-19,1691.9
356,26,4,2023-11-04,1861.8
357,9,2,2024-06-09,469.46
358,62,9,2024-02-29,3568.23
359,58,4,2024-06-14,814.16
360,62,9,2024-04-22,3003.12
361,87,2,2023-09-11,909.9
362,61,1,2024-08-24,76.21
363,18,2,2023-12-31,978.56
364,48,6,2023-08-05,2396.82
365,86,9,2023-09-06,386.46
366,1,7,2024-08-10,3291.47
367,63,4,2024-08-07,1202.08
368,97,2,2023-09-28,947.92
369,59,7,2024-09-16,337.12
370,17,9,2024-01-26,1196.37
371,6,1,2023-06-21,137.6
372,38,3,2024-08-06,1067.34
373,19,7,2024-10-27,424.55
374,22,8,2024-08-10,463.52
375,18,4,2023-09-23,1322.44
376,13,7,2024-03-09,484.26
377,11,6,2024-03-10,2821.68
378,42,1,2023-06-20,268.72
379,26,2,2024-06-08,363.14
380,86,5,2024-07-30,718.45
381,92,2,2023-08-23,680.74
382,10,5,2024-06-10,1492.75
383,22,8,2024-05-17,3667.2
384,16,6,2024-07-13,1159.98
385,29,1,2024-02-16,255.44
386,30,2,2024-10-23,968.1
387,62,2,2023-10-29,912.88
388,34,1,2024-08-08,44.52
389,6,1,2024-06-12,216.83
390,62,9,2024-04-12,735.57
391,8,7,2024-04-08,2432.92
392,98,9,2023-08-19,381.51
393,73,9,2024-06-10,2361.42
394,71,4,2024-04-02,1305.0
395,29,8,2024-09-10,1732.08
396,99,9,2024-09-10,3253.59
397,20,4,2023-11-24,1567.92
398,43,7,2024-02-23,1138.9
399,36,7,2023-11-21,692.16
400,86,5,2024-04-04,1138.85
401,43,9,2024-04-16,4348.71
402,30,3,2024-09-09,48.24
403,16,8,2024-03-04,2123.6
404,90,4,2024-07-12,1128.72
405,70,7,2024-09-07,218.26
406,19,2,2024-08-05,302.84
407,76,8,2023-09-21,3989.2
408,25,1,2024-07-01,170.94
409,71,7,2024-03-26,1534.68
410,66,1,2023-11-10,479.3
411,91,6,2023-09-28,1417.2
412,44,10,2024-06-08,1765.3
413,48,2,2023-12-10,603.56
414,70,10,2024-05-10,4833.8
415,56,6,2024-10-05,2189.46
416,54,10,2024-04-10,1334.7
417,62,8,2024-08-29,2094.32
418,84,8,2023-08-27,3722.16
419,38,6,2024-10-01,919.26
420,38,7,2024-03-31,3352.23
421,11,2,2024-06-20,651.2
422,95,8,2024-01-10,2258.0
423,33,3,2024-06-25,1461.69
424,33,4,2023-06-23,502.48
425,71,4,2024-06-26,804.16
426,56,6,2024-04-24,2611.38
427,29,9,2023-07-04,3794.13
428,41,8,2023-10-07,1814.4
429,55,3,2023-12-17,146.04
430,1,4,2024-08-10,1309.2
431,30,10,2024-05-09,3659.1
432,93,7,2024-07-14,199.85
433,70,3,2023-11-16,964.8
434,64,9,2023-06-18,2376.45
435,50,10,2024-05-18,1602.7
436,53,8,2024-09-04,1742.16
437,50,7,2023-08-19,1469.93
438,78,3,2024-07-13,912.39
439,100,10,2024-03-04,4062.3
440,75,7,2023-11-17,2550.66
441,36,7,2024-08-13,858.97
442,79,1,2024-07-24,248.23
443,97,2,2023-09-20,539.92
444,90,7,2024-06-18,2316.3
445,59,1,2024-02-04,101.8
446,48,6,2024-05-25,2270.82
447,65,4,2023-10-24,1968.12
448,64,4,2024-03-07,66.76
449,48,6,2023-11-05,956.04
450,36,9,2024-10-15,791.1
451,20,7,2024-03-30,430.99
452,25,3,2023-12-15,633.48
453,9,2,2024-06-10,516.26
454,68,3,2023-09-12,934.32
455,2,5,2024-08-20,1343.0
456,58,6,2023-08-28,2937.12
457,29,6,2024-03-03,2673.78
458,58,6,2023-11-25,2449.62
459,97,1,2023-10-26,82.44
460,84,1,2024-10-26,276.86
461,2,7,2023-12-28,2829.54
462,54,8,2024-07-27,2197.84
463,62,5,2024-04-03,883.75
464,57,5,2023-06-27,1023.6
465,1,2,2023-11-15,254.6
466,65,6,2024-03-22,1911.54
467,80,4,2024-10-09,1587.64
468,80,9,2023-12-19,880.92
469,43,3,2023-11-26,1357.95
470,97,4,2024-08-14,1096.48
471,24,7,2023-07-23,1423.24
472,86,3,2024-04-05,960.57
473,31,7,2023-08-27,469.35
474,92,10,2024-04-28,1058.8
475,45,7,2024-03-30,2111.97
476,46,10,2023-11-14,3486.0
477,10,5,2024-09-08,391.85
478,91,6,2024-03-09,2845.5
479,49,2,2024-05-21,267.94
480,100,5,2024-02-05,825.35
481,95,5,2024-09-15,2410.4
482,54,1,2024-04-23,131.39
483,18,8,2024-01-28,2673.28
484,19,7,2023-12-12,699.93
485,64,4,2023-11-04,1337.6
486,26,1,2023-09-15,63.87
487,46,1,2024-05-26,89.28
488,54,8,2024-08-04,2730.96
489,16,7,2023-12-24,1976.31
490,55,4,2024-04-07,482.12
491,55,7,2024-05-03,1506.68
492,35,6,2024-06-18,1856.58
493,74,4,2024-09-23,700.12
494,85,3,2024-07-18,1457.25
495,2,9,2023-07-11,3688.38
496,96,4,2023-12-21,1124.8
497,56,9,2024-01-06,1092.69
498,71,7,2024-08-01,3108.42
499,30,4,2023-07-14,1686.24
500,82,9,2024-09-09,2854.35
501,95,1,2024-08-10,186.09
502,64,8,2024-04-07,2896.4
503,84,8,2023-06-26,712.48
504,60,2,2023-09-10,94.88
505,79,5,2023-06-27,856.85
506,81,6,2023-12-19,1790.04
507,34,6,2024-10-11,2600.1
508,26,3,2024-08-20,1216.74
509,14,6,2023-07-10,96.66
510,17,5,2024-10-09,127.8
511,64,10,2023-08-29,756.6
512,22,7,2023-10-26,1772.75
513,26,5,2023-11-19,1219.65
514,39,6,2023-08-13,1429.86
515,58,3,2024-06-27,518.58
516,72,10,2023-10-19,3354.0
517,70,5,2023-11-16,1229.85
518,29,5,2024-10-03,536.3
519,19,4,2023-10-26,1414.88
520,90,4,2024-09-30,1025.92
521,72,3,2023-09-14,1472.28
522,47,5,2023-09-21,2352.8
523,23,2,2023-06-27,182.28
524,5,7,2023-10-16,2707.74
525,88,9,2023-11-22,1997.55
526,40,2,2024-04-19,550.9
527,51,9,2024-03-03,2409.93
528,88,7,2024-06-29,2995.16
529,95,4,2024-08-18,151.44
530,29,7,2023-11-24,1768.48
531,33,3,2023-11-10,92.22
532,10,2,2024-10-22,335.24
533,65,10,2024-06-16,867.5
534,39,3,2023-09-09,87.42
535,75,9,2023-07-13,2391.48
536,77,3,2023-10-06,320.79
537,89,7,2024-03-24,2129.33
538,25,9,2024-01-22,1560.33
539,67,2,2023-06-23,609.74
540,64,3,2023-10-24,815.16
541,79,3,2023-11-07,872.61
542,14,2,2024-03-01,142.0
543,46,8,2023-08-01,1894.4
544,27,4,2024-03-09,1796.84
545,58,9,2024-09-08,3180.42
546,57,4,2024-09-03,1307.68
547,76,5,2023-09-12,1838.15
548,36,8,2024-05-20,3731.92
549,72,3,2023-07-20,147.69
550,30,10,2023-07-23,2046.7
551,81,6,2023-11-13,160.68
552,15,6,2023-12-01,304.38
553,70,9,2023-09-09,3656.88
554,46,5,2024-04-08,1218.7
555,18,4,2024-08-20,1443.24
556,74,4,2024-07-19,486.76
557,3,8,2024-01-27,2810.72
558,70,1,2023-09-01,71.07
559,68,4,2023-10-03,1891.88
560,48,1,2024-10-02,376.51
561,22,5,2023-07-22,852.75
562,68,6,2023-08-19,1171.38
563,56,3,2023-08-14,616.26
564,83,10,2024-02-12,1758.7
565,74,4,2023-10-15,1728.16
566,19,9,2024-01-24,3138.03
567,91,5,2024-08-22,2158.3
568,62,1,2023-08-10,323.52
569,9,5,2024-07-23,2406.6
570,7,3,2023-10-25,1112.55
571,39,6,2024-10-02,2207.4
572,26,9,2024-09-08,3851.01
573,52,6,2024-04-23,1539.18
574,7,4,2023-06-20,1023.04
575,20,2,2023-07-26,216.76
576,98,1,2024-09-19,329.36
577,6,9,2024-10-10,4207.86
578,42,5,2024-06-25,1125.7
579,8,6,2024-01-20,2491.26
580,55,10,2024-10-18,3143.5
581,81,4,2023-08-30,280.6
582,30,5,2024-04-26,2334.05
583,77,10,2024-05-03,642.8
584,23,1,2023-09-29,13.7
585,83,5,2024-03-21,1749.8
586,49,2,2023-10-19,930.24
587,18,10,2024-06-18,535.5
588,10,2,2023-10-24,462.12
589,98,7,2023-07-24,1188.46
590,58,9,2024-06-24,643.86
591,44,2,2024-07-10,471.52
592,80,8,2023-11-10,2417.12
593,42,6,2023-10-25,2718.72
594,97,1,2024-07-13,183.02
595,93,7,2024-01-13,3233.72
596,95,9,2023-11-27,3613.23
597,21,6,2024-07-31,1037.7
598,47,10,2023-06-24,4069.6
599,7,5,2023-10-06,927.75
600,68,2,2024-10-08,280.88
601,52,7,2024-02-21,282.73
602,51,3,2023-08-20,573.0
603,41,1,2024-05-31,469.08
604,49,3,2024-09-14,678.24
605,68,3,2024-07-16,298.23
606,71,2,2024-07-07,678.92
607,54,7,2023-06-23,2292.22
608,98,4,2024-09-11,841.48
609,96,5,2024-06-16,1405.0
610,24,2,2023-10-03,632.12
611,38,8,2023-08-17,1724.0
612,88,6,2024-02-23,2970.78
613,47,6,2023-08-25,80.22
614,46,4,2024-01-12,569.44
615,51,3,2024-02-08,299.97
616,91,1,2023-08-16,106.9
617,77,7,2024-01-30,2413.32
618,68,6,2023-08-12,1840.2
619,23,5,2024-05-05,1535.65
620,81,6,2023-06-29,2861.46
621,72,7,2024-08-24,1514.31
622,10,4,2024-07-12,1718.72
623,49,3,2023-06-26,1060.05
624,35,3,2023-07-13,1028.58
625,17,9,2024-10-06,4304.25
626,42,10,2024-05-03,3235.8
627,15,7,2023-07-15,1454.32
628,31,10,2023-07-13,3068.6
629,14,6,2024-04-29,783.12
630,92,9,2023-11-23,1538.73
631,59,9,2023-12-10,783.9
632,19,1,2024-01-25,426.6
633,50,10,2023-09-28,487.1
634,24,8,2024-08-14,728.4
635,97,2,2024-04-25,469.74
636,79,4,2024-07-22,1160.64
637,50,2,2023-08-04,935.94
638,96,8,2024-07-03,1849.76
639,20,2,2024-02-14,511.0
640,24,3,2024-05-22,603.66
641,99,1,2024-07-14,213.02
642,39,6,2024-04-14,634.68
643,75,5,2024-07-12,1444.75
644,23,7,2024-10-02,1258.32
645,47,10,2024-05-28,3346.5
646,11,2,2024-10-07,67.98
647,60,5,2023-09-11,1090.65
648,12,5,2024-01-28,1808.9
649,46,5,2024-09-01,1589.4
650,38,8,2024-04-28,1621.84
651,17,3,2023-11-25,1255.86
652,35,7,2024-10-22,3478.02
653,53,10,2024-05-05,1814.7
654,94,3,2023-11-03,1454.97
655,57,7,2023-11-21,2853.62
656,25,1,2024-09-03,160.48
657,80,4,2024-05-09,1572.36
658,73,4,2023-12-28,538.68
659,32,5,2024-10-16,1566.3
660,16,8,2024-03-05,972.24
661,55,2,2024-04-01,930.1
662,81,7,2024-08-29,3380.3
663,26,6,2023-08-20,302.34
664,9,10,2024-10-24,4032.4
665,39,9,2024-08-24,3350.16
666,85,9,2024-08-02,1852.29
667,2,5,2024-06-26,1388.35
668,41,9,2024-08-11,2720.16
669,64,6,2024-01-16,1727.64
670,8,1,2023-09-25,254.23
671,42,2,2024-10-02,982.92
672,82,4,2024-06-15,566.92
673,80,2,2024-01-26,635.74
674,92,8,2024-04-08,1109.84
675,98,8,2024-10-20,2071.84
676,15,5,2023-09-27,1303.05
677,35,8,2023-07-10,2856.8
678,93,10,2023-09-25,4960.6
679,72,6,2024-09-18,2017.68
680,65,2,2024-09-04,475.72
681,62,2,2024-07-22,924.02
682,59,3,2023-08-27,1307.25
683,43,2,2023-12-06,554.18
684,87,4,2024-02-05,616.44
685,77,3,2023-12-15,530.25
686,35,1,2024-01-14,304.54
687,88,3,2024-06-22,896.91
688,61,6,2024-02-05,1602.78
689,93,3,2024-02-11,1287.69
690,47,9,2023-10-07,1428.57
691,25,9,2023-09-05,3580.29
692,11,8,2023-11-03,516.16
693,47,3,2024-02-28,1288.68
694,1,8,2024-02-14,224.56
695,70,7,2024-04-20,2036.58
696,80,2,2024-08-02,69.76
697,54,1,2023-11-14,171.47
698,55,9,2024-10-11,1933.83
699,87,5,2023-12-06,894.55
700,34,6,2024-05-01,1004.46
701,85,4,2024-06-05,1231.16
702,1,1,2024-02-27,389.56
703,28,7,2024-03-26,2075.92
704,10,3,2024-10-10,1429.02
705,88,10,2024-08-18,439.3
706,96,7,2024-10-27,2790.69
707,83,3,2024-09-16,829.74
708,19,2,2024-07-22,270.02
709,3,7,2024-08-11,3297.35
710,38,3,2024-05-24,71.1
711,92,4,2024-04-21,1763.0
712,70,1,2023-12-17,236.83
713,57,7,2024-08-25,2711.17
714,52,10,2024-07-28,496.6
715,96,1,2024-08-21,364.79
716,69,8,2024-07-20,1361.12
717,24,8,2023-12-20,2670.64
718,67,6,2023-10-31,2372.46
719,56,10,2024-06-17,677.9
720,94,3,2023-11-08,1015.95
721,30,8,2024-07-05,2615.76
722,72,2,2023-09-30,646.96
723,79,6,2024-10-12,2743.56
724,43,8,2024-09-17,1768.96
725,81,9,2024-03-29,3462.66
726,56,10,2023-10-22,949.1
727,45,6,2024-05-21,2681.7
728,9,6,2024-09-01,2860.14
729,4,5,2024-05-15,510.1
730,73,7,2024-03-21,103.88
731,43,4,2024-02-25,1858.64
732,37,6,2024-03-17,2668.62
733,46,5,2024-08-15,1218.15
734,29,8,2023-12-27,3530.4
735,83,4,2024-01-15,1561.52
736,79,8,2023-07-11,1150.72
737,23,5,2024-09-11,2105.6
738,13,9,2024-05-19,4159.89
739,6,7,2023-10-17,2232.44
740,83,4,2023-08-04,343.6
741,50,6,2024-01-11,2044.44
742,54,3,2023-10-14,1149.06
743,50,2,2023-07-11,720.3
744,37,7,2023-08-06,1800.19
745,31,10,2024-10-14,1194.4
746,34,7,2023-06-23,2291.38
747,41,8,2023-10-03,2328.64
748,49,7,2024-10-07,3471.09
749,16,10,2024-03-06,4439.0
750,9,3,2023-08-15,1115.73
751,16,1,2024-01-23,199.09
752,73,5,2023-09-03,1271.55
753,64,2,2023-09-15,766.74
754,47,4,2024-09-11,1087.12
755,6,6,2023-09-29,1484.34
756,2,9,2023-11-15,179.55
757,42,2,2024-06-24,25.74
758,61,9,2024-03-09,3636.9
759,78,6,2024-08-12,1743.06
760,68,4,2024-09-24,1542.96
761,9,9,2023-07-10,3328.29
762,36,2,2024-06-26,536.46
763,24,1,2023-12-09,115.35
764,75,8,2024-03-14,1098.72
765,56,10,2024-09-12,3087.9
766,81,7,2023-10-16,2778.3
767,14,1,2024-06-08,76.9
768,23,7,2024-07-21,195.16
769,82,2,2024-02-25,133.06
770,68,9,2024-04-24,631.26
771,47,10,2024-10-18,3380.3
772,78,4,2024-03-12,1716.68
773,32,3,2023-11-11,1243.38
774,97,8,2023-08-03,416.16
775,73,8,2023-09-26,145.76
776,87,2,2024-10-22,74.08
777,81,4,2024-08-21,544.2
778,11,2,2024-06-04,30.72
779,24,8,2023-11-15,3908.32
780,29,5,2024-03-05,862.55
781,1,8,2024-08-22,3795.28
782,34,10,2023-10-23,2208.4
783,27,9,2023-10-29,1478.52
784,50,7,2024-07-11,3406.69
785,68,8,2023-08-03,2805.12
786,1,8,2023-07-01,1219.6
787,51,3,2024-02-15,439.47
788,58,6,2023-12-17,2034.24
789,4,9,2023-08-23,3482.37
790,74,7,2024-08-16,1437.1
791,45,2,2024-08-22,328.8
792,73,7,2023-09-29,3348.17
793,53,5,2023-11-23,1004.7
794,47,8,2023-11-30,956.0
795,17,5,2023-12-28,2006.8
